Cnumber,Taxonkey,Species,SubUnit,Longitude,Latitude,EEZID,EEZ_Name,Entity_ID,SubEntity_ID,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015
36,590096,Penaeus,Tasmania,147.0338085,-40.98834139,36,Australia,44,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,590096,Penaeus,Victoria,143.990196,-38.55110216,36,Australia,80,626,0,0,0,0,0,0,0,0,0,0,0,0,13.1905623,0,0,0,0,0,0,0,0,0,0,0,0,0
36,590096,Penaeus,Western Australia,114.3980652,-28.32977824,36,Australia,103,644,0,0,0,0,0,0,0,0,0,0,0,0,13.1905623,12.35478115,11.36583291,11.15962673,0,0,0,0,0,0,0,0,0,0
36,600145,Thunnus maccoyii,New South Wales,152.5700489,-32.00990914,36,Australia,4,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,600145,Thunnus maccoyii,Northern Territory,131.989494,-12.28431056,36,Australia,74,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,600145,Thunnus maccoyii,Queensland,152.495707,-24.93095,36,Australia,65,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,600145,Thunnus maccoyii,South Australia,137.2226554,-34.90255394,36,Australia,109,547,10.27364494,10.40100581,10.554992,18.30293402,14.62217799,15.08810059,15.27337185,14.7545973,13.08696416,20.19722208,42.93442562,39.64170524,35.46695818,25.54013398,18.64993145,13.52266924,12.60366459,12.91676568,13.19453856,12.64372458,7.661899699,13.06465913,13.74281422,14.14145673,11.036598,10.46209209
36,600145,Thunnus maccoyii,Tasmania,147.0338085,-40.98834139,36,Australia,44,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,600145,Thunnus maccoyii,Victoria,143.990196,-38.55110216,36,Australia,80,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,600145,Thunnus maccoyii,Western Australia,114.3980652,-28.32977824,36,Australia,103,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,600236,Salmo salar,New South Wales,152.5700489,-32.00990914,36,Australia,4,382,0,0,0,0,0,0,0,0,0,0,0,0,0,5.680529598,0,0,0,0,0,0,6.345479865,7.736647177,7.236767738,7.624584173,7.364224114,10.77881251
36,600236,Salmo salar,Northern Territory,131.989494,-12.28431056,36,Australia,74,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,600236,Salmo salar,Queensland,152.495707,-24.93095,36,Australia,65,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,600236,Salmo salar,South Australia,137.2226554,-34.90255394,36,Australia,109,547,0,0,0,0,0,0,0,0,0,0,0,5.882901915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
