Year,EEZID,countrycode,GDP_SSP1,GDP_SSP3,GDP_SSP5,Population_SSP1,Population_SSP3,Population_SSP5,SeafoodConsumption_SSP1,SeafoodConsumption_SSP3,SeafoodConsumption_SSP5
2057,944,MEX,44592,22658.8,57329.2,2880658.644,12430317.42,2674446.957,19.62158475,16.34543058,20.998027
2057,945,MEX,44592,22658.8,57329.2,2880658.644,12430317.42,2674446.957,19.62158475,16.34543058,20.998027
2058,944,MEX,45653,22809.2,59036.8,2776972.375,12253625.2,2573235.356,19.74648337,16.37463579,21.16499121
2058,945,MEX,45653,22809.2,59036.8,2776972.375,12253625.2,2573235.356,19.74648337,16.37463579,21.16499121
2059,944,MEX,46714,22959.6,60744.4,2673286.106,12076932.98,2472023.756,19.86928016,16.40370073,21.32846554
2059,945,MEX,46714,22959.6,60744.4,2673286.106,12076932.98,2472023.756,19.86928016,16.40370073,21.32846554
2060,944,MEX,47775,23110,62452,2569599.837,11900240.76,2370812.156,19.99005706,16.43262698,21.48861805
2060,945,MEX,47775,23110,62452,2569599.837,11900240.76,2370812.156,19.99005706,16.43262698,21.48861805
2061,944,MEX,48878.2,23270.8,64303.8,2482879.701,11710103.6,2287382.464,20.1135784,16.46340181,21.65872093
2061,945,MEX,48878.2,23270.8,64303.8,2482879.701,11710103.6,2287382.464,20.1135784,16.46340181,21.65872093
2062,944,MEX,49981.4,23431.6,66155.6,2396159.565,11519966.45,2203952.771,20.23508055,16.49402176,21.82528373
2062,945,MEX,49981.4,23431.6,66155.6,2396159.565,11519966.45,2203952.771,20.23508055,16.49402176,21.82528373
2063,944,MEX,51084.6,23592.4,68007.4,2309439.428,11329829.29,2120523.079,20.35464002,16.52448866,21.98847622
2063,945,MEX,51084.6,23592.4,68007.4,2309439.428,11329829.29,2120523.079,20.35464002,16.52448866,21.98847622
2064,944,MEX,52187.8,23753.2,69859.2,2222719.292,11139692.13,2037093.387,20.47232884,16.55480431,22.14845564
2064,945,MEX,52187.8,23753.2,69859.2,2222719.292,11139692.13,2037093.387,20.47232884,16.55480431,22.14845564
2065,944,MEX,53291,23914,71711,2135999.156,10949554.97,1953663.694,20.5882149,16.58497049,22.30536797
2065,945,MEX,53291,23914,71711,2135999.156,10949554.97,1953663.694,20.5882149,16.58497049,22.30536797
2066,944,MEX,54402.4,24077,73667.4,2063544.407,10752820.9,1884918.95,20.70320439,16.6153986,22.46796186
2066,945,MEX,54402.4,24077,73667.4,2063544.407,10752820.9,1884918.95,20.70320439,16.6153986,22.46796186
2067,944,MEX,55513.8,24240,75623.8,1991089.658,10556086.83,1816174.206,20.81649119,16.64567667,22.62743276
2067,945,MEX,55513.8,24240,75623.8,1991089.658,10556086.83,1816174.206,20.81649119,16.64567667,22.62743276
2068,944,MEX,56625.2,24403,77580.2,1918634.909,10359352.76,1747429.461,20.92813386,16.67580644,22.78391917
2068,945,MEX,56625.2,24403,77580.2,1918634.909,10359352.76,1747429.461,20.92813386,16.67580644,22.78391917
2069,944,MEX,57736.6,24566,79536.6,1846180.16,10162618.69,1678684.717,21.03818784,16.70578962,22.93755014
2069,945,MEX,57736.6,24566,79536.6,1846180.16,10162618.69,1678684.717,21.03818784,16.70578962,22.93755014
2070,944,MEX,58848,24729,81493,1773725.411,9965884.614,1609939.973,21.14670567,16.73562789,23.08844613
2070,945,MEX,58848,24729,81493,1773725.411,9965884.614,1609939.973,21.14670567,16.73562789,23.08844613
2071,944,MEX,59971.2,24894.6,83567.4,1713118.013,9767389.627,1553202.954,21.25486579,16.76579541,23.24558137
2071,945,MEX,59971.2,24894.6,83567.4,1713118.013,9767389.627,1553202.954,21.25486579,16.76579541,23.24558137
2072,944,MEX,61094.4,25060.2,85641.8,1652510.615,9568894.64,1496465.936,21.36155675,16.79581675,23.39989383
2072,945,MEX,61094.4,25060.2,85641.8,1652510.615,9568894.64,1496465.936,21.36155675,16.79581675,23.39989383
2073,944,MEX,62217.6,25225.8,87716.2,1591903.216,9370399.652,1439728.918,21.46682498,16.82569359,23.55150076
2073,945,MEX,62217.6,25225.8,87716.2,1591903.216,9370399.652,1439728.918,21.46682498,16.82569359,23.55150076
2074,944,MEX,63340.8,25391.4,89790.6,1531295.818,9171904.665,1382991.9,21.57071462,16.85542757,23.70051196
2074,945,MEX,63340.8,25391.4,89790.6,1531295.818,9171904.665,1382991.9,21.57071462,16.85542757,23.70051196
2075,944,MEX,64464,25557,91865,1470688.42,8973409.678,1326254.882,21.67326771,16.88502028,23.84703032
2075,945,MEX,64464,25557,91865,1470688.42,8973409.678,1326254.882,21.67326771,16.88502028,23.84703032
2076,944,MEX,65618.8,25716.2,94101.2,1420052.008,8777814.924,1279447.379,21.77735464,16.91333761,24.00229569
2076,945,MEX,65618.8,25716.2,94101.2,1420052.008,8777814.924,1279447.379,21.77735464,16.91333761,24.00229569
2077,944,MEX,66773.6,25875.4,96337.4,1369415.596,8582220.17,1232639.875,21.88011254,16.94152722,24.15488989
2077,945,MEX,66773.6,25875.4,96337.4,1369415.596,8582220.17,1232639.875,21.88011254,16.94152722,24.15488989
2078,944,MEX,67928.4,26034.6,98573.6,1318779.184,8386625.416,1185832.372,21.98158092,16.96959049,24.3049193
2078,945,MEX,67928.4,26034.6,98573.6,1318779.184,8386625.416,1185832.372,21.98158092,16.96959049,24.3049193
2079,944,MEX,69083.2,26193.8,100809.8,1268142.772,8191030.662,1139024.868,22.08179749,16.99752873,24.45248378
2079,945,MEX,69083.2,26193.8,100809.8,1268142.772,8191030.662,1139024.868,22.08179749,16.99752873,24.45248378
2080,944,MEX,70238,26353,103046,1217506.36,7995435.909,1092217.365,22.18079822,17.02534326,24.59767719
2080,945,MEX,70238,26353,103046,1217506.36,7995435.909,1092217.365,22.18079822,17.02534326,24.59767719
2081,944,MEX,71450.4,26501.6,105496.4,1174703.937,7806923.743,1053107.691,22.28346628,17.05119533,24.75416022
2081,945,MEX,71450.4,26501.6,105496.4,1174703.937,7806923.743,1053107.691,22.28346628,17.05119533,24.75416022
2082,944,MEX,72662.8,26650.2,107946.8,1131901.515,7618411.577,1013998.018,22.38487007,17.07694177,24.90801139
2082,945,MEX,72662.8,26650.2,107946.8,1131901.515,7618411.577,1013998.018,22.38487007,17.07694177,24.90801139
2083,944,MEX,73875.2,26798.8,110397.2,1089099.092,7429899.411,974888.3441,22.48504588,17.1025836,25.05933324
2083,945,MEX,73875.2,26798.8,110397.2,1089099.092,7429899.411,974888.3441,22.48504588,17.1025836,25.05933324
2084,944,MEX,75087.6,26947.4,112847.6,1046296.67,7241387.246,935778.6705,22.58402837,17.12812182,25.20822214
2084,945,MEX,75087.6,26947.4,112847.6,1046296.67,7241387.246,935778.6705,22.58402837,17.12812182,25.20822214
2085,944,MEX,76300,27096,115298,1003494.247,7052875.08,896668.9969,22.68185068,17.15355742,25.35476878
2085,945,MEX,76300,27096,115298,1003494.247,7052875.08,896668.9969,22.68185068,17.15355742,25.35476878
2086,944,MEX,77574.2,27236.2,117983.6,967448.1346,6875247.426,864078.018,22.78344367,17.177462,25.51279251
2086,945,MEX,77574.2,27236.2,117983.6,967448.1346,6875247.426,864078.018,22.78344367,17.177462,25.51279251
2087,944,MEX,78848.4,27376.4,120669.2,931402.0216,6697619.772,831487.039,22.88382543,17.2012769,25.66821123
2087,945,MEX,78848.4,27376.4,120669.2,931402.0216,6697619.772,831487.039,22.88382543,17.2012769,25.66821123
2088,944,MEX,80122.6,27516.6,123354.8,895355.9087,6519992.118,798896.0601,22.98302963,17.22500291,25.82112447
2088,945,MEX,80122.6,27516.6,123354.8,895355.9087,6519992.118,798896.0601,22.98302963,17.22500291,25.82112447
2089,944,MEX,81396.8,27656.8,126040.4,859309.7958,6342364.465,766305.0812,23.08108847,17.24864082,25.97162586
2089,945,MEX,81396.8,27656.8,126040.4,859309.7958,6342364.465,766305.0812,23.08108847,17.24864082,25.97162586
2090,944,MEX,82671,27797,128726,823263.6828,6164736.811,733714.1022,23.17803281,17.2721914,26.11980365
2090,945,MEX,82671,27797,128726,823263.6828,6164736.811,733714.1022,23.17803281,17.2721914,26.11980365
2091,944,MEX,84016.4,27928.4,131680,792895.2165,6000915.39,706505.223,23.27921723,17.29418516,26.28020606
2091,945,MEX,84016.4,27928.4,131680,792895.2165,6000915.39,706505.223,23.27921723,17.29418516,26.28020606
2092,944,MEX,85361.8,28059.8,134634,762526.7503,5837093.97,679296.3437,23.37922537,17.3161035,26.43800221
2092,945,MEX,85361.8,28059.8,134634,762526.7503,5837093.97,679296.3437,23.37922537,17.3161035,26.43800221
2093,944,MEX,86707.2,28191.2,137588,732158.284,5673272.549,652087.4644,23.47808914,17.33794702,26.59329026
2093,945,MEX,86707.2,28191.2,137588,732158.284,5673272.549,652087.4644,23.47808914,17.33794702,26.59329026
2094,944,MEX,88052.6,28322.6,140542,701789.8177,5509451.129,624878.5852,23.57583907,17.35971632,26.74616267
2094,945,MEX,88052.6,28322.6,140542,701789.8177,5509451.129,624878.5852,23.57583907,17.35971632,26.74616267
2095,944,MEX,89398,28454,143496,671421.3514,5345629.708,597669.7059,23.67250446,17.38141201,26.89670662
2095,945,MEX,89398,28454,143496,671421.3514,5345629.708,597669.7059,23.67250446,17.38141201,26.89670662
2096,944,MEX,90831,28578.6,146761.2,645849.8845,5197307.49,574933.7016,23.77430258,17.40191746,27.06049986
2096,945,MEX,90831,28578.6,146761.2,645849.8845,5197307.49,574933.7016,23.77430258,17.40191746,27.06049986
2097,944,MEX,92264,28703.2,150026.4,620278.4176,5048985.272,552197.6972,23.8749347,17.42235774,27.22165349
2097,945,MEX,92264,28703.2,150026.4,620278.4176,5048985.272,552197.6972,23.8749347,17.42235774,27.22165349
2098,944,MEX,93697,28827.8,153291.6,594706.9507,4900663.055,529461.6928,23.97443198,17.44273334,27.38026614
2098,945,MEX,93697,28827.8,153291.6,594706.9507,4900663.055,529461.6928,23.97443198,17.44273334,27.38026614
2099,944,MEX,95130,28952.4,156556.8,569135.4839,4752340.837,506725.6885,24.0728243,17.46304473,27.53643074
2099,945,MEX,95130,28952.4,156556.8,569135.4839,4752340.837,506725.6885,24.0728243,17.46304473,27.53643074
2100,944,MEX,96563,29077,159822,543564.017,4604018.619,483989.6841,24.17014028,17.4832924,27.69023497
2100,945,MEX,96563,29077,159822,543564.017,4604018.619,483989.6841,24.17014028,17.4832924,27.69023497
1981,470,MLT,3898.243037,3898.243037,3898.243037,330790.5,330790.5,330790.5,17.71863247,17.71863247,17.71863247
1982,470,MLT,3788.050632,3788.050632,3788.050632,334872,334872,334872,17.58206467,17.58206467,17.58206467
1983,470,MLT,3527.04,3527.04,3527.04,338953.5,338953.5,338953.5,17.24659828,17.24659828,17.24659828
1984,470,MLT,3332.885357,3332.885357,3332.885357,343035,343035,343035,16.98510101,16.98510101,16.98510101
1985,470,MLT,3500.364854,3500.364854,3500.364854,347116.5,347116.5,347116.5,17.21130392,17.21130392,17.21130392
1986,470,MLT,4194.653939,4194.653939,4194.653939,351198,351198,351198,18.07250641,18.07250641,18.07250641
1987,470,MLT,5044.462129,5044.462129,5044.462129,355279.5,355279.5,355279.5,18.99491905,18.99491905,18.99491905
1988,470,MLT,5814.364771,5814.364771,5814.364771,359361,359361,359361,19.7370863,19.7370863,19.7370863
1989,470,MLT,6040.609862,6040.609862,6040.609862,363442.5,363442.5,363442.5,19.94144152,19.94144152,19.94144152
1990,470,MLT,7191.923603,7191.923603,7191.923603,367524,367524,367524,20.90261461,20.90261461,20.90261461
1991,470,MLT,7558.277383,7558.277383,7558.277383,370513.6,370513.6,370513.6,21.18473854,21.18473854,21.18473854
1992,470,MLT,8220.245518,8220.245518,8220.245518,373503.2,373503.2,373503.2,21.67015029,21.67015029,21.67015029
1993,470,MLT,7296.310144,7296.310144,7296.310144,376492.8,376492.8,376492.8,20.98405026,20.98405026,20.98405026
1994,470,MLT,8000.518005,8000.518005,8000.518005,379482.4,379482.4,379482.4,21.51229912,21.51229912,21.51229912
1995,470,MLT,9114.358065,9114.358065,9114.358065,382472,382472,382472,22.28239143,22.28239143,22.28239143
1996,470,MLT,9397.800918,9397.800918,9397.800918,385461.6,385461.6,385461.6,22.4672896,22.4672896,22.4672896
1997,470,MLT,9679.882857,9679.882857,9679.882857,388451.2,388451.2,388451.2,22.64730048,22.64730048,22.64730048
1998,470,MLT,9744.124558,9744.124558,9744.124558,391440.8,391440.8,391440.8,22.68775961,22.68775961,22.68775961
1999,470,MLT,10648.9889,10648.9889,10648.9889,394430.4,394430.4,394430.4,23.23796287,23.23796287,23.23796287
2000,470,MLT,11039.05651,11039.05651,11039.05651,397420,397420,397420,23.46463949,23.46463949,23.46463949
2001,470,MLT,11021.78636,11021.78636,11021.78636,399329.5,399329.5,399329.5,23.45472823,23.45472823,23.45472823
2002,470,MLT,11843.93902,11843.93902,11843.93902,401239,401239,401239,23.91449771,23.91449771,23.91449771
2003,470,MLT,13689.98999,13689.98999,13689.98999,403148.5,403148.5,403148.5,24.86771835,24.86771835,24.86771835
2004,470,MLT,14045.95898,14045.95898,14045.95898,405058,405058,405058,25.04056726,25.04056726,25.04056726
2005,470,MLT,15835.34667,15835.34667,15835.34667,406967.5,406967.5,406967.5,25.86403524,25.86403524,25.86403524
2006,470,MLT,16671.5672,16671.5672,16671.5672,408628.5,408628.5,408628.5,26.22568544,26.22568544,26.22568544
2007,470,MLT,19375.5696,19375.5696,19375.5696,410440.75,410440.75,410440.75,27.31123455,27.31123455,27.31123455
2008,470,MLT,21928.70067,21928.70067,21928.70067,412253,412253,412253,28.23887459,28.23887459,28.23887459
2009,470,MLT,20675.58259,20675.58259,20675.58259,414065.25,414065.25,414065.25,27.79403766,27.79403766,27.79403766
2010,470,MLT,22643,22643,22643,11421.72314,11421.72314,11421.72314,28.4841861,28.4841861,28.4841861
2011,470,MLT,23025,23033.8,23023.8,10823.42206,10819.4549,10827.38922,28.61306407,28.61601453,28.61266167
2012,470,MLT,23407,23424.6,23404.6,10225.12098,10217.18665,10233.0553,28.74039016,28.74621982,28.73959496
2013,470,MLT,23789,23815.4,23785.4,9626.819897,9614.918413,9638.72138,28.86620791,28.87484852,28.86502911
2014,470,MLT,24171,24206.2,24166.2,9028.518816,9012.650171,9044.387461,28.99055901,29.00194515,28.98900542
2015,470,MLT,24553,24597,24547,8430.217735,8410.381929,8450.053541,29.11348332,29.12755225,29.1115634
2016,470,MLT,25080,25075.2,25097,8046.109416,8030.240771,8071.019278,29.28079577,29.2792835,29.28615003
2017,470,MLT,25607,25553.4,25647,7662.001098,7650.099614,7691.985015,29.44556054,29.42891642,29.45796495
2018,470,MLT,26134,26031.6,26197,7277.892779,7269.958457,7312.950753,29.60786766,29.57651848,29.62711022
2019,470,MLT,26661,26509.8,26747,6893.784461,6889.8173,6933.91649,29.76780228,29.72215382,29.79368207
2020,470,MLT,27188,26988,27297,6509.676142,6509.676142,6554.882227,29.92544495,29.86588342,29.95777139
2021,470,MLT,27882.2,27503.4,28116.6,6239.742371,6239.742371,6290.076595,30.12973277,30.01872673,30.19787245
2022,470,MLT,28576.4,28018.8,28936.2,5969.808599,5969.808599,6025.270963,30.33033983,30.16949278,30.43291617
2023,470,MLT,29270.6,28534.2,29755.8,5699.874828,5699.874828,5760.465331,30.52741949,30.31824725,30.66314791
2024,470,MLT,29964.8,29049.6,30575.4,5429.941056,5429.941056,5495.659699,30.72111528,30.46505259,30.88879476
2025,470,MLT,30659,29565,31395,5160.007285,5160.007285,5230.854067,30.91156171,30.60996826,31.11006734
2026,470,MLT,31511.8,30114.4,32489.8,4959.916673,4958.025967,5033.610457,31.14125602,30.76242668,31.39915096
2027,470,MLT,32364.6,30663.8,33584.6,4759.826061,4756.044648,4836.366847,31.36645532,30.91286752,31.68120694
2028,470,MLT,33217.4,31213.2,34679.4,4559.735449,4554.06333,4639.123237,31.58736262,31.06135294,31.9566271
2029,470,MLT,34070.2,31762.6,35774.2,4359.644837,4352.082011,4441.879626,31.80416682,31.20794211,32.22576985
2030,470,MLT,34923,32312,36869,4159.554225,4150.100693,4244.636016,32.01704404,31.35269142,32.488964
2031,470,MLT,35924.4,32898.4,38211.6,4004.245857,3995.145298,4090.764085,32.26222354,31.5052198,32.8040516
2032,470,MLT,36925.8,33484.8,39554.2,3848.937489,3840.189904,3936.892153,32.50246238,31.65577576,33.11115625
2033,470,MLT,37927.2,34071.2,40896.8,3693.629121,3685.234509,3783.020222,32.73799014,31.8044187,33.41074117
2034,470,MLT,38928.6,34657.6,42239.4,3538.320753,3530.279115,3629.14829,32.96902004,31.95120524,33.70322857
2035,470,MLT,39930,35244,43582,3383.012384,3375.32372,3475.276359,33.19575043,32.09618938,33.9890044
2036,470,MLT,40918,35816.2,44964,3260.4581,3253.042219,3353.243533,33.41541372,32.23597453,34.27652968
2037,470,MLT,41906,36388.4,46346,3137.903816,3130.760717,3231.210707,33.63123769,32.37413846,34.55767281
2038,470,MLT,42894,36960.6,47728,3015.349532,3008.479216,3109.177882,33.84337765,32.51072502,34.83275961
2039,470,MLT,43882,37532.8,49110,2892.795248,2886.197715,2987.145056,34.0519792,32.64577623,35.10209038
2040,470,MLT,44870,38105,50492,2770.240964,2763.916213,2865.11223,34.25717909,32.77933237,35.36594258
2041,470,MLT,45774.8,38581.8,51838.2,2672.104913,2669.146089,2766.910724,34.4422247,32.88950733,35.61793732
2042,470,MLT,46679.6,39058.6,53184.4,2573.968861,2574.375965,2668.709217,34.62461856,32.99869257,35.86519809
2043,470,MLT,47584.4,39535.4,54530.6,2475.832809,2479.605841,2570.50771,34.80444899,33.1069089,36.10793035
2044,470,MLT,48489.2,40012.2,55876.8,2377.696757,2384.835717,2472.306204,34.98179974,33.21417645,36.34632582
2045,470,MLT,49394,40489,57223,2279.560705,2290.065593,2374.104697,35.15675034,33.3205147,36.58056374
2046,470,MLT,50181,40877,58487.8,2200.673046,2215.228871,2294.763984,35.30703044,33.4063756,36.79700001
2047,470,MLT,50968,41265,59752.6,2121.785387,2140.392149,2215.42327,35.45559937,33.49164348,37.01004528
2048,470,MLT,51755,41653,61017.4,2042.897728,2065.555427,2136.082557,35.60250257,33.57632794,37.2198228
2049,470,MLT,52542,42041,62282.2,1964.010069,1990.718705,2056.741843,35.74778364,33.66043837,37.4264489
2050,470,MLT,53329,42429,63547,1885.122411,1915.881984,1977.40113,35.89148438,33.7439839,37.63003351
2051,470,MLT,54055.2,42774.4,64787.8,1820.262254,1855.226075,1911.838651,36.02271628,33.8178886,37.8269
2052,470,MLT,54781.4,43119.8,66028.6,1755.402097,1794.570166,1846.276172,36.15266712,33.89135883,38.02103246
2053,470,MLT,55507.6,43465.2,67269.4,1690.541941,1733.914257,1780.713693,36.28136616,33.96440059,38.21251919
2054,470,MLT,56233.8,43810.6,68510.2,1625.681784,1673.258349,1715.151214,36.40884158,34.03701977,38.40144407
2055,470,MLT,56960,44156,69751,1560.821628,1612.60244,1649.588734,36.53512061,34.10922211,38.58788684
2056,470,MLT,57630.2,44463.6,71007.2,1508.010186,1563.808611,1595.272486,36.65062294,34.1731764,38.77419277
2057,470,MLT,58300.4,44771.2,72263.4,1455.198745,1515.014781,1540.956238,36.76514864,34.23680845,38.9581074
2058,470,MLT,58970.6,45078.8,73519.6,1402.387304,1466.220952,1486.63999,36.87871704,34.30012208,39.13970223
2059,470,MLT,59640.8,45386.4,74775.8,1349.575862,1417.427122,1432.323742,36.99134689,34.36312104,39.31904541
2060,470,MLT,60311,45694,76032,1296.764421,1368.633293,1378.007493,37.10305636,34.42580902,39.49620199
2061,470,MLT,61016.8,46081.2,77375.4,1252.755121,1327.223111,1332.60086,37.21972404,34.50428269,39.68330677
2062,470,MLT,61722.6,46468.4,78718.8,1208.74582,1285.81293,1287.194227,37.33541047,34.58227638,39.8680544
2063,470,MLT,62428.4,46855.6,80062.2,1164.73652,1244.402748,1241.787594,37.45013497,34.65979698,40.05051406
2064,470,MLT,63134.2,47242.8,81405.6,1120.727219,1202.992567,1196.38096,37.56391629,34.73685124,40.23075177
2065,470,MLT,63840,47630,82749,1076.717919,1161.582385,1150.974327,37.67677259,34.81344574,40.40883061
2066,470,MLT,64577.8,48038.4,84217.6,1039.92196,1127.702383,1112.435646,37.79377589,34.89374286,40.60110672
2067,470,MLT,65315.6,48446.8,85686.2,1003.126001,1093.82238,1073.896966,37.90980717,34.97354308,40.79095001
2068,470,MLT,66053.4,48855.2,87154.8,966.3300422,1059.942377,1035.358285,38.02488535,35.05285361,40.97843215
2069,470,MLT,66791.2,49263.6,88623.4,929.5340834,1026.062374,996.8196042,38.13902877,35.13168152,41.16362157
2070,470,MLT,67529,49672,90092,892.7381245,992.1823712,958.2809235,38.25225523,35.21003371,41.34658363
2071,470,MLT,68279.4,50106.2,91622.6,861.1584128,963.0868784,925.1649287,38.36649257,35.29282147,41.53496676
2072,470,MLT,69029.8,50540.4,93153.2,829.5787011,933.9913855,892.0489338,38.47981685,35.37508705,41.72106587
2073,470,MLT,69780.2,50974.6,94683.8,797.9989895,904.8958927,858.932939,38.59224517,35.4568382,41.9049455
2074,470,MLT,70530.6,51408.8,96214.4,766.4192778,875.8003998,825.8169442,38.70379414,35.53808247,42.08666736
2075,470,MLT,71281,51843,97745,734.8395662,846.7049069,792.7009493,38.81447988,35.61882723,42.2662905
2076,470,MLT,72063.8,52231.2,99417.8,708.1901785,822.8039015,764.395647,38.92904168,35.69060071,42.46026785
2077,470,MLT,72846.6,52619.4,101090.6,681.5407908,798.9028961,736.0903447,39.04269841,35.76198575,42.65187648
2078,470,MLT,73629.4,53007.6,102763.4,654.8914032,775.0018907,707.7850424,39.15546683,35.83298727,42.84118381
2079,470,MLT,74412.2,53395.8,104436.2,628.2420155,751.1008852,679.4797401,39.26736321,35.90361014,43.02825428
2080,470,MLT,75195,53784,106109,601.5926278,727.1998798,651.1744378,39.37840338,35.97385909,43.21314951
2081,470,MLT,76009.4,54108,107952,579.0474516,707.3065523,626.9315289,39.49303376,36.03220747,43.41440909
2082,470,MLT,76823.8,54432,109795,556.5022753,687.4132249,602.68862,39.60677082,36.0903013,43.61317525
2083,470,MLT,77638.2,54756,111638,533.957099,667.5198974,578.4457111,39.7196309,36.14814318,43.80951997
2084,470,MLT,78452.6,55080,113481,511.4119227,647.62657,554.2028022,39.83162985,36.20573569,44.00351201
2085,470,MLT,79267,55404,115324,488.8667464,627.7332425,529.9598932,39.94278306,36.26308137,44.19521708
2086,470,MLT,80218.6,55709.4,117371.8,469.6778773,610.9397291,509.6079673,40.07161057,36.31691123,44.40561913
2087,470,MLT,81170.2,56014.8,119419.6,450.4890082,594.1462156,489.2560413,40.19932701,36.37052606,44.61335763
2088,470,MLT,82121.8,56320.2,121467.4,431.300139,577.3527022,468.9041153,40.32595481,36.42392787,44.81851113
2089,470,MLT,83073.4,56625.6,123515.2,412.1112699,560.5591887,448.5521893,40.45151573,36.47711866,45.02115457
2090,470,MLT,84025,56931,125563,392.9224007,543.7656753,428.2002633,40.5760308,36.53010039,45.22135953
2091,470,MLT,85030,57210.6,127924.2,377.3127292,529.7885812,411.1839224,40.70642021,36.57842461,45.44926657
2092,470,MLT,86035,57490.2,130285.4,361.7030578,515.8114871,394.1675815,40.83568916,36.62657668,45.67412244
2093,470,MLT,87040,57769.8,132646.6,346.0933863,501.834393,377.1512407,40.9638602,36.67455807,45.89602219
2094,470,MLT,88045,58049.4,135007.8,330.4837148,487.8572989,360.1348998,41.09095517,36.72237019,46.11505627
2095,470,MLT,89050,58329,137369,314.8740434,473.8802048,343.1185589,41.21699524,36.77001446,46.33131087
2096,470,MLT,90194.6,58641.4,140049.6,301.9843113,461.7985888,329.0839773,41.35928419,36.82305105,46.57355327
2097,470,MLT,91339.2,58953.8,142730.2,289.0945792,449.7169729,315.0493958,41.50026074,36.87588175,46.81243347
2098,470,MLT,92483.8,59266.2,145410.8,276.2048471,437.6353569,301.0148142,41.63995321,36.92850843,47.04805998
2099,470,MLT,93628.4,59578.6,148091.4,263.315115,425.5537409,286.9802326,41.77838896,36.98093294,47.2805359
2100,470,MLT,94773,59891,150772,250.4253828,413.4721249,272.9456511,41.91559447,37.03315713,47.50995925
1981,104,MMR,210.9688308,210.9688308,210.9688308,33505220.4,33505220.4,33505220.4,17.41520242,17.41520242,17.41520242
1982,104,MMR,194.6448448,194.6448448,194.6448448,34145568.8,34145568.8,34145568.8,17.04083398,17.04083398,17.04083398
1983,104,MMR,190.3422842,190.3422842,190.3422842,34785917.2,34785917.2,34785917.2,16.93836005,16.93836005,16.93836005
1984,104,MMR,180.5408976,180.5408976,180.5408976,35426265.6,35426265.6,35426265.6,16.69844273,16.69844273,16.69844273
1985,104,MMR,178.4104588,178.4104588,178.4104588,36066614,36066614,36066614,16.64504142,16.64504142,16.64504142
1986,104,MMR,196.0247903,196.0247903,196.0247903,36706962.4,36706962.4,36706962.4,17.07334957,17.07334957,17.07334957
1987,104,MMR,198.4039039,198.4039039,198.4039039,37347310.8,37347310.8,37347310.8,17.12901819,17.12901819,17.12901819
1988,104,MMR,206.2580805,206.2580805,206.2580805,37987659.2,37987659.2,37987659.2,17.30940503,17.30940503,17.30940503
1989,104,MMR,203.3354718,203.3354718,203.3354718,38628007.6,38628007.6,38628007.6,17.24287712,17.24287712,17.24287712
1990,104,MMR,263.0905501,263.0905501,263.0905501,39268356,39268356,39268356,18.48427618,18.48427618,18.48427618
1991,104,MMR,267.9567321,267.9567321,267.9567321,39837286,39837286,39837286,18.57591444,18.57591444,18.57591444
1992,104,MMR,254.2196228,254.2196228,254.2196228,40406216,40406216,40406216,18.31398681,18.31398681,18.31398681
1993,104,MMR,216.5401079,216.5401079,216.5401079,40975146,40975146,40975146,17.53812272,17.53812272,17.53812272
1994,104,MMR,200.4397837,200.4397837,200.4397837,41544076,41544076,41544076,17.17626981,17.17626981,17.17626981
1995,104,MMR,230.6821784,230.6821784,230.6821784,42113006,42113006,42113006,17.84009181,17.84009181,17.84009181
1996,104,MMR,244.9814839,244.9814839,244.9814839,42681936,42681936,42681936,18.13197186,18.13197186,18.13197186
1997,104,MMR,218.743143,218.743143,218.743143,43250866,43250866,43250866,17.58609189,17.58609189,17.58609189
1998,104,MMR,204.9698344,204.9698344,204.9698344,43819796,43819796,43819796,17.28016583,17.28016583,17.28016583
1999,104,MMR,203.1370828,203.1370828,203.1370828,44388726,44388726,44388726,17.2383359,17.2383359,17.2383359
2000,104,MMR,190.6062319,190.6062319,190.6062319,44957656,44957656,44957656,16.94469491,16.94469491,16.94469491
2001,104,MMR,137.1683267,137.1683267,137.1683267,45258240,45258240,45258240,15.50523861,15.50523861,15.50523861
2002,104,MMR,186.1417184,186.1417184,186.1417184,45558788,45558788,45558788,16.83667047,16.83667047,16.83667047
2003,104,MMR,217.3904189,217.3904189,217.3904189,45859268,45859268,45859268,17.55667954,17.55667954,17.55667954
2004,104,MMR,217.5942826,217.5942826,217.5942826,46159744,46159744,46159744,17.5611207,17.5611207,17.5611207
2005,104,MMR,244.8823499,244.8823499,244.8823499,46460376,46460376,46460376,18.1299917,18.1299917,18.1299917
2006,104,MMR,294.1631813,294.1631813,294.1631813,46757085.39,46757085.39,46757085.39,19.04956273,19.04956273,19.04956273
2007,104,MMR,406.7286892,406.7286892,406.7286892,47056365.8,47056365.8,47056365.8,20.79005493,20.79005493,20.79005493
2008,104,MMR,638.1490599,638.1490599,638.1490599,47355646.2,47355646.2,47355646.2,23.47689086,23.47689086,23.47689086
2009,104,MMR,734.4460067,734.4460067,734.4460067,47654926.61,47654926.61,47654926.61,24.38433235,24.38433235,24.38433235
2010,104,MMR,1442,1442,1442,23812647.79,23812647.79,23812647.79,29.253295,29.253295,29.253295
2011,104,MMR,1527.6,1527.6,1527.6,23375877.91,23868817.89,23368011.93,29.71205655,29.71205655,29.71205655
